symbol,close,rsi,sma,signal
EOLU-B.ST,52.70000076293945,39.13043117703353,54.785000038146975,AVVAKTA
RAY-B.ST,230.5,43.55555555555556,242.3,AVVAKTA
SUS.ST,127.80000305175781,43.96551421743801,132.81499977111815,AVVAKTA
SUSG.ST,0.875,28.571418840052033,0.9242499977350235,AVVAKTA
G5EN.ST,123.4000015258789,52.808989486434456,126.65999946594238,AVVAKTA
MAGI.ST,8.760000228881836,61.17648774779435,8.76899995803833,AVVAKTA
NITRO.ST,1.6299999952316284,44.262290917170844,1.6599999904632567,AVVAKTA
SF.ST,4.639999866485596,26.244350237382818,5.419900035858154,AVVAKTA
STWK.ST,24.049999237060547,58.75705557171952,24.025,AVVAKTA
FNOX.ST,85.45999908447266,82.75251019693572,67.35099983215332,AVVAKTA
APOTEA.ST,71.98999786376953,35.931906992515536,74.78649940490723,AVVAKTA
SAND.ST,210.60000610351562,26.987954376571608,228.19500045776368,AVVAKTA
