symbol,macd,signal,histogram,close,sma50,trade_signal,prev
CATE.ST,-4.57887302292005,-8.264661462709443,3.685788439789393,435.0,451.06,AVVAKTA,"{'macd': -4.57887302292005, 'signal': -8.264661462709443}"
EQT.ST,-5.415219090403355,-5.8663256152817365,0.4511065248783819,314.6000061035156,338.75999938964844,AVVAKTA,"{'macd': -5.415219090403355, 'signal': -5.8663256152817365}"
HANZA.ST,-1.4834635088161434,-0.32254563644128204,-1.1609178723748614,72.94999694824219,79.91399963378906,SÄLJ,"{'macd': -1.4834635088161434, 'signal': -0.32254563644128204}"
HUM.ST,-0.07650088072139738,0.34420854807992346,-0.42070942880132084,44.79999923706055,42.23099975585937,SÄLJ,"{'macd': -0.07650088072139738, 'signal': 0.34420854807992346}"
LINC.ST,-2.2139623379420357,-1.6964821663693554,-0.5174801715726802,66.5999984741211,73.07200057983398,SÄLJ,"{'macd': -2.2139623379420357, 'signal': -1.6964821663693554}"
LUMI.ST,-1.420928799500814,-0.7017645337978164,-0.7191642657029975,82.4000015258789,89.54749282836914,SÄLJ,"{'macd': -1.420928799500814, 'signal': -0.7017645337978164}"
MANG.ST,10.566373423290088,-16.06213854838444,26.628511971674527,1760.0,1808.4,AVVAKTA,"{'macd': 10.566373423290088, 'signal': -16.06213854838444}"
NAXS.ST,0.4439499652734753,0.35399623971148686,0.08995372556198844,57.20000076293945,54.89199981689453,KÖP,"{'macd': 0.4439499652734753, 'signal': 0.35399623971148686}"
NICA.ST,-0.13720117085833405,-0.10951223549511425,-0.0276889353632198,1.274999976158142,1.872599995136261,SÄLJ,"{'macd': -0.13720117085833405, 'signal': -0.10951223549511425}"
NMAN.ST,-3.3476097809368923,-2.182481421295439,-1.1651283596414532,204.5,216.73,SÄLJ,"{'macd': -3.3476097809368923, 'signal': -2.182481421295439}"
ODIN.ST,-0.23699648773520332,-0.22553575577877916,-0.011460731956424164,0.46799999475479126,1.2656500351428985,SÄLJ,"{'macd': -0.23699648773520332, 'signal': -0.22553575577877916}"
PROF-B.ST,1.5085770084681656,1.2607359772331337,0.24784103123503187,121.0,114.07,KÖP,"{'macd': 1.5085770084681656, 'signal': 1.2607359772331337}"
DIOS.ST,-1.1734416970288635,-1.543960489489713,0.3705187924608495,67.19999694824219,71.16000030517579,AVVAKTA,"{'macd': -1.1734416970288635, 'signal': -1.543960489489713}"
K2A-B.ST,-0.27378744884269857,-0.3139859049648539,0.040198456122155335,6.039999961853027,7.276799983978272,AVVAKTA,"{'macd': -0.27378744884269857, 'signal': -0.3139859049648539}"
KFAST-B.ST,-0.7063411155484065,-0.7056083475191337,-0.0007327680292728012,12.84000015258789,15.136000022888183,SÄLJ,"{'macd': -0.7063411155484065, 'signal': -0.7056083475191337}"
NP3.ST,-4.13956111059224,-5.637371259295456,1.4978101487032163,242.0,250.36065399169922,AVVAKTA,"{'macd': -4.13956111059224, 'signal': -5.637371259295456}"
PLAZ-B.ST,-1.3416247005901312,-1.8228105130823522,0.48118581249222103,76.69999694824219,79.65835632324219,AVVAKTA,"{'macd': -1.3416247005901312, 'signal': -1.8228105130823522}"
SBB-B.ST,-0.24109054947877295,-0.28062062508456653,0.03953007560579358,3.4600000381469727,4.405670008659363,AVVAKTA,"{'macd': -0.24109054947877295, 'signal': -0.28062062508456653}"
WIHL.ST,-1.484196307384991,-2.252865240760632,0.7686689333756411,98.9000015258789,103.09199996948242,AVVAKTA,"{'macd': -1.484196307384991, 'signal': -2.252865240760632}"
WALL-B.ST,-0.7684484091181716,-0.9772697238679883,0.2088213147498167,43.7599983215332,45.95039985656738,AVVAKTA,"{'macd': -0.7684484091181716, 'signal': -0.9772697238679883}"
NYF.ST,-3.0978617434929134,-4.310957999771363,1.2130962562784493,88.5999984741211,98.295,AVVAKTA,"{'macd': -3.0978617434929134, 'signal': -4.310957999771363}"
ALIG.ST,0.8051635717712884,1.9156417893789217,-1.1104782176076333,135.8000030517578,131.44000015258788,SÄLJ,"{'macd': 0.8051635717712884, 'signal': 1.9156417893789217}"
ANOT.ST,-0.006193369690290967,-0.008656152639515755,0.0024627829492247875,0.04859999939799309,0.07616399973630905,AVVAKTA,"{'macd': -0.006193369690290967, 'signal': -0.008656152639515755}"
AXIC-A.ST,-0.003963382444345687,-0.00209528325099696,-0.0018680991933487266,1.2350000143051147,1.2664999985694885,SÄLJ,"{'macd': -0.003963382444345687, 'signal': -0.00209528325099696}"
B3.ST,-1.6545657269846004,-1.7438234746619838,0.08925774767738348,60.400001525878906,67.19200019836425,AVVAKTA,"{'macd': -1.6545657269846004, 'signal': -1.7438234746619838}"
CLAV.ST,0.19200409828790166,0.2454840995936239,-0.05348000130572225,3.700000047683716,2.872499992847443,SÄLJ,"{'macd': 0.19200409828790166, 'signal': 0.2454840995936239}"
CTM.ST,-0.30247691221404827,-0.3168027332971526,0.014325821083104318,2.440000057220459,3.407900013923645,AVVAKTA,"{'macd': -0.30247691221404827, 'signal': -0.3168027332971526}"
ENEA.ST,-2.904394705686542,-2.7813188440236263,-0.12307586166291573,82.0,92.72200012207031,SÄLJ,"{'macd': -2.904394705686542, 'signal': -2.7813188440236263}"
IMMNOV.ST,-0.035542593821552226,-0.030692069962378807,-0.004850523859173419,0.27399998903274536,0.39340999960899353,SÄLJ,"{'macd': -0.035542593821552226, 'signal': -0.030692069962378807}"
INISS-B.ST,-0.27222661930808556,-0.2115923301142929,-0.060634289193792656,37.79999923706055,38.62000015258789,SÄLJ,"{'macd': -0.27222661930808556, 'signal': -0.2115923301142929}"
INVE-A.ST,-2.6332718906431296,-1.6831636237538354,-0.9501082668892942,300.6000061035156,312.53600036621094,SÄLJ,"{'macd': -2.6332718906431296, 'signal': -1.6831636237538354}"
IRLAB-A.ST,-0.9245570478185456,-1.331365325750948,0.40680827793240226,7.820000171661377,11.207799987792969,AVVAKTA,"{'macd': -0.9245570478185456, 'signal': -1.331365325750948}"
IVSO.ST,4.953883490957139,11.358978099953372,-6.405094608996233,406.0,378.18,SÄLJ,"{'macd': 4.953883490957139, 'signal': 11.358978099953372}"
JLT.ST,-0.006086432097914152,-0.030397829879311347,0.024311397781397195,2.4200000762939453,2.3231999921798705,KÖP,"{'macd': -0.006086432097914152, 'signal': -0.030397829879311347}"
ARISE.ST,-0.7706752906259595,-0.6315639061903253,-0.1391113844356342,34.650001525878906,36.93000007629394,SÄLJ,"{'macd': -0.7706752906259595, 'signal': -0.6315639061903253}"
EOLU-B.ST,-0.6699236145556071,-0.3005693190548414,-0.3693542955007657,52.400001525878906,54.90400001525879,SÄLJ,"{'macd': -0.6699236145556071, 'signal': -0.3005693190548414}"
RAY-B.ST,-5.206430505483297,-2.579116362029339,-2.627314143453958,230.0,246.05,SÄLJ,"{'macd': -5.206430505483297, 'signal': -2.579116362029339}"
SUS.ST,-7.918940908073154,-8.263674290465032,0.3447333823918779,126.9000015258789,155.6039990234375,AVVAKTA,"{'macd': -7.918940908073154, 'signal': -8.263674290465032}"
SUSG.ST,-0.027648181242632908,-0.02219566445837387,-0.005452516784259037,0.875,0.9711999952793121,SÄLJ,"{'macd': -0.027648181242632908, 'signal': -0.02219566445837387}"
G5EN.ST,-1.8155384118604445,-1.2355783524087953,-0.5799600594516492,123.4000015258789,129.69199981689454,SÄLJ,"{'macd': -1.8155384118604445, 'signal': -1.2355783524087953}"
MAGI.ST,-0.05027404047723749,-0.07376072865482178,0.023486688177584286,8.680000305175781,9.057200050354004,AVVAKTA,"{'macd': -0.05027404047723749, 'signal': -0.07376072865482178}"
NITRO.ST,-0.14270005955691922,-0.17272426949771053,0.030024209940791302,1.6749999523162842,2.202699987888336,AVVAKTA,"{'macd': -0.14270005955691922, 'signal': -0.17272426949771053}"
SF.ST,-0.45707671070366285,-0.4260360131222244,-0.03104069758143846,4.613999843597412,6.33584002494812,SÄLJ,"{'macd': -0.45707671070366285, 'signal': -0.4260360131222244}"
STWK.ST,0.6244935517295929,0.7175566486843757,-0.09306309695478288,24.049999237060547,22.7303999710083,SÄLJ,"{'macd': 0.6244935517295929, 'signal': 0.7175566486843757}"
FNOX.ST,1.6599790515828943,-0.6985749656593364,2.3585540172422306,85.69999694824219,71.36279922485352,KÖP,"{'macd': 1.6599790515828943, 'signal': -0.6985749656593364}"
APOTEA.ST,-1.3501427761401033,-1.131704004040925,-0.21843877209917828,71.91999816894531,76.73439971923828,SÄLJ,"{'macd': -1.3501427761401033, 'signal': -1.131704004040925}"
SAND.ST,-3.637613950328955,-1.0606511436721042,-2.5769628066568506,210.6999969482422,230.1120004272461,SÄLJ,"{'macd': -3.637613950328955, 'signal': -1.0606511436721042}"
